bedrooms,bathrooms,square_feet,location,year_built,garage,has_pool,property_type,num_floors,has_basement,price
4,3,1409,KC Downtown,1981,1,1,House,2,1,877008
6,4,1652,Leawood,2011,0,0,House,3,1,913302
6,2,3038,Lenexa,1995,1,0,House,3,0,1083721
2,2,2532,Lenexa,2005,1,1,House,3,1,882120
2,3,2640,KC Downtown,2019,0,1,House,3,1,982521
1,2,1508,Olathe,2018,0,1,Apartment,3,1,619165
6,1,741,Lenexa,1989,0,1,Condo,2,1,717997
2,4,3293,Overland Park,2015,1,0,House,3,1,1071570
3,4,2279,Lenexa,2009,0,1,Condo,3,0,891862
2,4,1408,Blue Springs,1988,0,1,Condo,1,1,635224
6,4,1547,Overland Park,1984,0,1,House,3,0,975722
5,2,2892,Leawood,1986,0,1,Condo,1,0,931416
6,2,1365,Olathe,2015,1,0,Condo,3,1,860658
3,2,3523,KC Downtown,1980,0,0,Condo,3,1,1086025
1,1,3559,Blue Springs,2006,1,1,Condo,3,1,890728
3,2,3676,Blue Springs,1991,1,1,Condo,1,1,981443
5,2,1519,KC Downtown,1995,1,1,Condo,2,0,934208
5,4,1538,Lenexa,1987,0,0,Condo,2,0,764497
2,2,3096,KC Downtown,2004,1,1,Condo,2,0,1029864
2,3,2913,KC Downtown,1992,1,1,Condo,3,0,995770
6,3,1862,Lenexa,2020,0,0,Condo,2,1,896373
4,4,2897,Leawood,1989,1,0,Apartment,2,0,968225
3,2,1554,Olathe,2019,0,1,Apartment,1,0,663631
6,3,1914,KC Downtown,2012,0,0,Apartment,2,0,950543
4,3,1142,Lenexa,2014,1,1,Condo,3,1,732191
6,1,3279,Blue Springs,2016,0,0,House,3,1,1027892
5,4,1702,KC Downtown,2018,1,1,House,3,1,1009710
2,3,3554,Olathe,2007,1,0,Apartment,1,0,932386
2,3,3168,KC Downtown,1995,1,0,Condo,3,1,1012271
6,4,3531,Leawood,1987,0,1,House,1,1,1207697
2,2,3381,Leawood,2012,0,0,House,3,1,899366
1,4,743,Blue Springs,2014,0,0,Condo,3,1,459360
6,1,3791,Leawood,2017,0,0,Condo,1,1,1066199
5,1,3591,Olathe,1991,1,1,Apartment,2,0,1074592
6,1,3212,Blue Springs,1994,1,0,Condo,1,1,989155
6,3,1799,KC Downtown,1996,1,1,Apartment,1,1,1012985
2,2,2717,Lenexa,2006,0,0,Condo,3,1,813455
5,1,3280,Leawood,2000,1,1,Condo,1,1,1018549
6,4,3536,Blue Springs,2000,1,0,House,1,0,1139964
2,1,3874,Leawood,1996,1,0,Condo,3,1,951683
3,3,3448,Leawood,2006,0,1,Apartment,3,1,989845
5,1,2827,Overland Park,1991,0,0,Condo,2,0,1008604
4,2,1192,KC Downtown,2015,0,1,Apartment,1,1,750794
1,1,1166,Leawood,2007,0,1,House,2,1,544769
4,2,1290,Lenexa,2004,0,1,House,2,0,724632
5,2,1733,Olathe,1988,0,0,Apartment,2,1,794835
6,4,1264,Overland Park,2016,1,1,Apartment,3,1,938746
2,2,2582,Blue Springs,2002,1,1,House,1,1,775580
5,3,1005,Blue Springs,1990,1,1,Condo,2,0,715689
1,3,1585,Lenexa,1980,1,0,Condo,3,0,620374
5,2,3284,Lenexa,1995,0,0,Condo,3,1,1070950
2,2,3762,Olathe,1992,1,0,Condo,1,1,978398
4,1,3965,KC Downtown,1999,0,1,Condo,2,1,1228366
3,1,2016,Lenexa,1995,0,1,Apartment,3,0,704607
4,4,3708,Blue Springs,1995,1,0,Apartment,2,1,1102189
2,1,1116,KC Downtown,2014,0,0,Condo,1,0,558054
2,3,1449,Lenexa,2011,0,0,House,2,0,618796
1,1,2501,Lenexa,2002,1,1,House,3,0,750406
5,4,1507,Blue Springs,2004,1,0,Condo,2,0,779324
5,4,915,KC Downtown,2022,1,0,Condo,3,0,791172
4,2,3843,Overland Park,2007,1,0,Apartment,2,0,1088173
3,4,1885,Overland Park,1981,1,0,House,1,0,835941
3,2,2107,Olathe,1982,1,1,Condo,1,0,776305
1,3,626,KC Downtown,2010,1,0,Apartment,3,1,574461
2,3,2118,Lenexa,2012,0,0,Apartment,1,1,712357
1,1,654,Lenexa,2012,0,0,Condo,1,0,360954
5,4,2534,KC Downtown,2014,1,0,Condo,2,0,1063610
6,3,2455,Overland Park,2015,0,1,Apartment,2,0,1023632
6,2,848,Olathe,2005,0,0,Apartment,2,0,710358
6,4,2920,Leawood,1991,0,1,Apartment,2,1,1048588
2,4,3930,Blue Springs,1990,1,1,Condo,2,0,1017846
1,2,2401,KC Downtown,1985,0,1,Apartment,1,1,814487
4,4,2838,Olathe,2004,0,1,Apartment,1,1,1001453
5,4,3222,Leawood,2013,1,0,House,3,1,1112130
6,3,1456,Blue Springs,2014,0,1,Condo,2,1,818255
3,2,2069,Leawood,2000,1,1,Apartment,3,0,784757
1,3,2476,Leawood,1997,0,1,Condo,2,1,746636
5,2,2125,Blue Springs,1987,0,0,House,2,1,829099
5,1,3263,Leawood,2013,0,1,Apartment,1,1,964660
3,4,2016,Overland Park,1993,0,1,Condo,2,0,877651
3,4,2394,Olathe,1998,0,0,House,2,0,895708
3,3,3665,KC Downtown,1999,1,0,Condo,1,1,1112113
6,4,3320,Olathe,1983,0,1,House,2,1,1194805
6,4,3330,Overland Park,2017,1,1,Condo,1,0,1209650
1,3,708,Overland Park,2011,1,0,Apartment,2,0,532108
3,3,3299,Blue Springs,2005,1,0,Condo,1,1,897004
4,2,1580,Blue Springs,2007,1,0,House,3,0,709515
5,1,3774,Blue Springs,1991,0,1,Apartment,2,1,1055481
3,3,2873,Leawood,1989,1,1,House,3,0,931007
5,2,952,Leawood,2020,1,1,Condo,2,0,692377
2,3,3831,KC Downtown,2014,0,0,Condo,2,1,1059066
2,2,2027,Leawood,2012,0,1,Apartment,3,1,697513
3,1,2330,KC Downtown,1993,1,1,Condo,3,0,886721
5,2,3995,Overland Park,2019,1,1,House,1,0,1234319
2,2,2792,KC Downtown,2002,0,1,Apartment,2,0,886978
3,4,2377,KC Downtown,1997,1,0,House,3,1,1027637
5,3,3562,Blue Springs,1991,1,0,Apartment,2,1,1056224
3,2,3803,Leawood,2021,1,0,Apartment,1,0,939598
6,3,1716,Lenexa,2015,1,1,Apartment,3,1,899851
5,2,2920,Lenexa,2004,0,1,Condo,1,1,992952
2,4,1133,Blue Springs,2016,0,0,Condo,2,0,549253
3,4,1817,Olathe,2019,0,0,Apartment,1,1,749014
2,1,3841,Olathe,2001,1,1,Apartment,1,1,988374
3,2,3107,Olathe,1985,0,1,Condo,1,1,920605
1,4,3588,Overland Park,1995,0,1,Condo,1,0,930408
2,3,3682,Overland Park,2002,1,1,House,2,1,1081294
2,2,2828,Overland Park,1988,1,0,House,1,0,825323
4,2,1855,KC Downtown,2022,1,1,Apartment,1,1,899437
6,1,2579,Leawood,2014,1,0,Apartment,1,1,906879
2,3,2676,Overland Park,2008,0,0,House,1,1,895506
5,1,1131,Lenexa,1993,1,0,Apartment,1,0,628140
3,2,3676,KC Downtown,1984,1,1,House,1,0,1115569
1,1,2544,Overland Park,2000,0,1,House,2,1,843497
5,2,739,Overland Park,1985,0,0,House,1,1,708787
5,2,3699,Olathe,1980,0,1,Condo,2,0,1170415
5,1,2745,Olathe,2010,0,0,Apartment,1,1,904859
5,1,861,Leawood,2020,1,0,House,2,0,639677
1,2,618,Leawood,2007,0,1,Condo,3,0,420186
4,1,2659,KC Downtown,1982,0,1,Condo,2,1,990274
6,1,3184,Lenexa,2017,0,0,Apartment,3,1,1017778
2,2,2148,Blue Springs,2002,0,1,House,3,1,730383
5,3,2088,Olathe,2019,0,0,Apartment,2,0,857948
2,1,2906,Lenexa,1983,0,1,House,3,1,882387
2,1,2671,Olathe,1985,1,1,House,3,1,840959
5,4,1631,Leawood,1991,1,1,Condo,3,0,847994
4,3,827,Leawood,1991,0,1,House,1,0,636713
2,1,975,Blue Springs,1986,0,0,Condo,1,1,436629
3,2,1746,Lenexa,2007,0,0,House,2,1,698023
2,4,1713,Lenexa,2005,1,0,Apartment,2,0,677261
6,4,2871,Blue Springs,1986,0,1,House,1,0,1019501
5,4,1335,Leawood,1982,0,1,Condo,2,1,783036
1,1,856,KC Downtown,1992,0,0,Condo,2,1,527658
2,2,3162,Lenexa,2020,0,0,Condo,1,0,831969
4,4,1432,Overland Park,1990,0,0,Condo,1,0,786113
3,3,2406,Lenexa,2018,1,1,Condo,1,0,857742
3,4,3819,Lenexa,2002,0,0,Condo,1,0,1033370
1,4,1300,Lenexa,1980,1,0,Apartment,3,1,622874
6,3,1510,Leawood,2013,0,0,House,1,1,781386
1,4,1298,Overland Park,2010,0,1,Apartment,1,1,644324
6,4,1037,Lenexa,2012,1,1,Apartment,1,1,809922
2,3,2323,KC Downtown,2015,1,0,Apartment,1,1,846693
5,1,2684,Olathe,2015,0,1,House,1,0,939500
4,3,2284,Olathe,1993,0,1,Apartment,3,0,866000
3,1,2753,Overland Park,2016,1,0,Condo,1,1,894605
1,1,1214,Blue Springs,2011,1,1,House,3,1,547501
4,1,2542,KC Downtown,2007,1,1,Apartment,3,1,993023
6,3,2512,Blue Springs,1980,1,0,Apartment,3,0,965232
5,3,2879,Lenexa,1986,0,0,House,2,0,1010638
3,1,3514,Leawood,1995,0,0,House,3,1,935262
3,3,3817,Lenexa,2011,1,1,Condo,1,1,1084703
6,1,1640,Lenexa,2003,0,0,Condo,1,1,835428
5,3,1782,Blue Springs,1993,1,0,House,2,0,797103
3,2,1559,Lenexa,1994,0,1,Condo,1,1,690131
5,3,2439,KC Downtown,1980,1,1,Condo,3,0,1065081
3,3,1905,Leawood,2007,0,1,Apartment,3,0,733756
2,3,877,Blue Springs,1998,1,1,Condo,3,0,558921
6,1,724,Overland Park,1986,1,1,Apartment,3,0,769889
5,1,1943,Olathe,1997,1,1,Condo,2,0,847279
4,2,1274,Lenexa,1992,1,1,Apartment,3,0,722051
2,2,1314,Olathe,1997,0,1,Condo,1,0,608701
4,4,2610,Blue Springs,1983,1,1,Condo,1,0,930861
6,2,2105,Olathe,1983,0,0,Condo,3,0,929233
3,1,3314,Lenexa,2006,0,1,Apartment,2,0,891064
4,2,1947,Lenexa,1995,1,0,House,2,0,766462
2,2,1512,Blue Springs,1993,1,1,Condo,3,1,652779
5,3,2589,KC Downtown,1993,0,0,Condo,3,0,1056966
1,2,3042,Overland Park,1986,0,1,House,3,0,938472
4,4,1372,Lenexa,1993,0,0,Apartment,1,0,669178
1,3,2833,KC Downtown,2021,0,1,Condo,1,1,926820
6,1,3113,Lenexa,1985,1,1,Apartment,2,1,1089370
4,4,1680,Lenexa,2022,0,0,Condo,1,0,721949
4,1,2352,KC Downtown,2017,1,0,Apartment,2,0,908356
5,4,3105,Lenexa,2006,0,1,Apartment,2,1,1070573
3,3,1600,Overland Park,1990,0,1,House,2,0,761519
2,4,3879,Olathe,2010,0,1,Apartment,1,1,1039609
2,4,2337,Blue Springs,1982,1,1,Condo,1,0,804690
2,2,673,Olathe,1980,1,1,House,2,1,626723
6,1,1708,KC Downtown,1995,0,1,House,2,0,966139
3,3,3279,Olathe,2006,0,1,Apartment,3,1,1020832
1,4,1637,Leawood,1982,0,1,Apartment,2,1,630662
2,1,3487,Lenexa,1987,1,0,Condo,2,0,889740
1,1,2264,Blue Springs,1995,0,0,House,3,0,583456
3,2,1511,Overland Park,1981,1,0,House,2,1,777062
6,1,1393,Overland Park,2008,1,1,House,1,0,871510
3,3,2696,Leawood,1995,0,1,Apartment,1,0,841572
5,2,3613,Olathe,2008,0,0,Condo,2,1,1123447
2,4,958,Overland Park,2010,1,0,Condo,3,1,672069
6,3,2889,Olathe,2021,1,1,House,3,1,1194951
5,3,2457,Blue Springs,1990,0,1,Apartment,1,0,854157
2,3,1676,Leawood,2011,1,1,Condo,1,0,656339
3,2,2400,Olathe,2003,0,0,Condo,3,1,817466
3,1,3740,KC Downtown,1998,0,0,Apartment,2,0,1033019
4,3,2175,Olathe,2011,1,0,Condo,2,0,860708
4,1,2319,Olathe,1989,0,1,House,2,1,880847
3,1,2268,Leawood,2011,1,1,Apartment,2,1,748467
3,3,2703,KC Downtown,2002,1,0,House,3,1,998212
1,1,1478,Overland Park,2012,0,1,House,3,0,621274
1,2,2902,Blue Springs,2009,0,0,Apartment,3,1,699912
5,2,604,Olathe,2009,1,0,Condo,2,0,666376
4,4,2204,Lenexa,1986,1,1,House,2,0,923103
4,1,1675,Leawood,1995,0,1,Condo,1,1,735264
3,1,928,Overland Park,2022,1,1,Condo,3,0,647537
3,4,2745,Olathe,1980,1,1,Condo,3,1,990730
5,2,3832,Blue Springs,2009,0,0,Condo,2,0,1028024
6,4,3628,Lenexa,2013,1,0,Condo,2,0,1195963
6,4,1602,Leawood,2013,0,0,Apartment,2,1,847788
6,4,1382,Blue Springs,2017,0,0,Condo,2,0,810949
4,1,1176,Overland Park,2010,1,1,Condo,3,1,754960
1,1,926,Olathe,1987,0,0,House,2,1,488622
6,1,2890,Olathe,1999,0,0,Apartment,1,1,986845
2,1,2127,Olathe,2008,1,0,Condo,2,1,705345
5,3,3014,Leawood,2010,0,0,Condo,1,0,933524
6,4,3421,Olathe,2000,1,1,House,1,1,1271181
2,4,3371,Leawood,2005,1,0,Apartment,2,0,904892
6,1,2065,Olathe,2010,0,1,Apartment,2,1,909115
1,2,3825,KC Downtown,1999,1,1,House,1,0,1018120
1,3,2881,Olathe,2001,1,0,Apartment,2,1,795153
6,3,1251,KC Downtown,2019,1,1,Apartment,1,1,926851
2,2,2980,Leawood,2005,0,1,Condo,1,0,832634
5,1,1094,Blue Springs,1996,0,0,House,2,0,637550
2,3,1738,Overland Park,2004,0,0,House,1,0,730493
5,3,3016,Lenexa,2016,1,1,Apartment,1,1,1011713
6,4,1956,KC Downtown,2006,1,0,Condo,1,1,1064383
5,4,1753,Overland Park,1982,1,1,Apartment,3,1,937483
3,1,3849,Olathe,2003,0,1,Condo,2,0,1003952
4,1,2742,Leawood,2004,0,0,Apartment,2,1,796038
4,4,3988,Overland Park,1989,1,0,Apartment,3,0,1195320
1,4,3554,Overland Park,2015,1,0,House,1,1,1013962
3,4,1724,Olathe,2021,1,0,Apartment,3,0,765163
4,2,1819,Overland Park,1997,0,1,Apartment,1,0,780833
6,3,1401,Leawood,1996,0,1,House,2,1,841560
5,1,2642,KC Downtown,1993,0,1,Condo,2,0,1022291
5,1,807,Lenexa,1998,1,1,Apartment,2,1,666963
2,2,3254,Blue Springs,1997,0,0,Apartment,1,0,753056
2,4,1072,KC Downtown,2002,1,1,House,3,1,789130
5,3,2238,Lenexa,1987,0,1,Condo,3,0,921822
6,4,1631,Leawood,1995,0,1,Apartment,3,1,945465
5,1,735,Lenexa,2004,0,1,Apartment,1,0,612980
2,2,3257,Leawood,2022,0,0,House,2,0,830259
4,3,3558,Lenexa,2011,1,0,Condo,2,1,1083354
1,3,860,KC Downtown,1998,1,0,Apartment,2,1,611421
2,3,1770,Olathe,1997,1,1,House,2,1,790455
6,3,1057,Olathe,2011,0,1,House,3,0,862081
4,2,2528,Olathe,2019,1,0,House,2,1,912769
4,1,2320,Leawood,1994,0,0,Condo,2,1,815435
4,3,2036,Overland Park,2000,1,1,House,2,0,965625
3,3,2879,Olathe,1990,1,1,Apartment,2,0,952229
3,1,2748,Leawood,2008,0,1,Apartment,1,1,836424
4,4,746,Leawood,2011,1,1,Condo,1,1,686111
6,3,1316,Lenexa,1985,0,1,Apartment,3,0,818713
5,3,1106,Leawood,1998,1,0,Condo,2,0,730488
6,4,3205,Lenexa,1995,0,0,Apartment,1,1,1115255
3,1,2751,KC Downtown,1991,0,0,House,3,0,921392
2,1,2983,Leawood,1994,1,0,Apartment,1,0,737034
3,3,1045,Overland Park,1990,1,1,House,3,1,762215
5,1,3381,Overland Park,2018,0,1,Condo,3,1,1117768
1,4,1043,KC Downtown,1989,0,1,House,2,1,658759
3,2,717,Olathe,2016,0,0,House,3,0,591307
6,4,2140,Overland Park,2003,1,0,Apartment,2,0,972162
6,4,1528,Lenexa,2015,1,1,Condo,2,1,896950
4,2,3370,Leawood,1980,1,0,Apartment,2,0,957490
4,4,1166,Blue Springs,1996,0,1,Condo,3,1,740653
4,3,2536,Leawood,1993,0,1,House,3,1,930205
1,3,687,Leawood,2017,0,0,Condo,3,0,423209
5,1,2252,Blue Springs,2004,1,0,Condo,2,0,795490
2,1,1075,Olathe,2016,1,1,Condo,3,1,609564
6,4,2305,Overland Park,2014,0,0,Apartment,1,0,985295
6,3,2108,Overland Park,2001,0,0,House,2,1,993519
5,3,894,Leawood,1986,0,0,House,1,1,702560
1,2,1319,Overland Park,1990,1,0,Apartment,3,0,613373
4,1,2004,Lenexa,1989,1,0,Condo,1,0,771593
5,3,1594,Lenexa,1993,1,0,House,1,0,822861
2,4,1906,Blue Springs,2014,1,0,House,1,0,697757
4,3,3491,Leawood,2015,1,0,House,2,0,1040683
2,1,1285,Olathe,1985,0,0,Condo,3,1,578090
3,4,3286,Lenexa,1984,0,1,Apartment,2,1,1027039
2,1,3827,KC Downtown,2021,0,0,Apartment,3,1,988481
4,3,1803,Overland Park,1986,1,1,House,2,1,918551
3,3,1560,Olathe,1994,1,1,Condo,1,0,751980
4,3,1534,Leawood,2000,1,1,House,1,1,803663
6,1,3537,Lenexa,1997,1,0,Apartment,2,1,1075570
4,4,3561,Blue Springs,1980,0,0,Condo,1,0,1034307
3,3,3758,Lenexa,1983,1,0,Apartment,1,1,1017547
2,3,1005,KC Downtown,1990,0,1,House,3,0,714266
6,3,1890,Lenexa,1989,1,0,Apartment,3,1,906545
1,2,2217,Leawood,1998,0,1,Condo,2,1,710548
1,2,1687,Blue Springs,2021,1,0,Condo,3,0,585248
1,4,718,Blue Springs,2009,0,0,Condo,2,1,446333
1,1,2988,KC Downtown,2020,1,0,Apartment,2,1,854129
5,3,912,Leawood,2020,0,1,Condo,3,0,722182
1,3,762,KC Downtown,1999,0,1,Apartment,2,1,618129
3,1,2128,KC Downtown,2006,0,0,Condo,1,1,824998
1,1,892,KC Downtown,1991,1,0,Apartment,1,1,531206
4,4,1289,Lenexa,1993,0,1,Apartment,1,1,748534
1,1,2000,Overland Park,2013,0,1,Apartment,2,1,687705
2,3,2165,Lenexa,2021,0,0,Condo,3,1,768852
3,4,1272,Leawood,2017,1,1,Apartment,2,1,690817
3,2,998,Olathe,1981,1,1,Condo,1,1,625987
6,4,3556,KC Downtown,2011,1,0,House,1,1,1277799
5,4,3134,KC Downtown,1997,1,0,Condo,1,1,1183486
4,4,1647,Overland Park,2000,1,0,House,3,0,882563
3,1,2542,Blue Springs,1990,1,0,Condo,1,0,771919
2,3,3730,KC Downtown,2009,0,1,House,2,0,1074206
1,1,3396,Lenexa,1998,1,0,Apartment,1,1,813322
3,3,839,KC Downtown,2019,1,1,House,3,0,743375
2,1,2958,Leawood,2009,1,0,House,2,1,832374
1,4,2968,Overland Park,2014,1,1,Apartment,1,0,888420
5,3,1271,Olathe,1983,1,0,House,3,0,810557
3,1,3219,Blue Springs,2000,0,1,Condo,3,0,875712
3,4,3061,Olathe,1984,1,0,Condo,1,1,968642
2,2,3993,Leawood,2015,0,0,House,3,1,1010848
6,1,1001,Lenexa,2006,1,0,House,1,0,690695
4,1,2706,Olathe,1986,0,0,Condo,2,1,875161
5,2,652,Leawood,2010,1,0,Condo,2,0,618877
4,1,1687,Olathe,1999,1,0,House,3,1,766049
3,2,3280,KC Downtown,2004,1,0,Apartment,2,0,1000175
4,3,1742,Overland Park,2017,1,0,Apartment,1,1,783064
1,2,885,KC Downtown,2004,0,1,Condo,2,1,614391
5,4,2665,Overland Park,1996,0,0,Apartment,2,0,1027266
4,2,1628,Lenexa,2016,0,1,House,1,0,715531
1,3,2528,Leawood,1994,1,0,Condo,1,1,716232
2,2,759,Olathe,1989,1,0,Apartment,3,1,510633
4,2,741,Overland Park,2013,1,0,Apartment,1,1,593471
5,3,996,Leawood,2022,0,1,Apartment,1,0,666673
1,1,1641,Olathe,1986,1,1,Condo,2,0,573703
4,1,3227,Overland Park,2018,0,1,House,1,0,962821
2,4,3785,KC Downtown,2004,1,1,House,1,1,1182203
4,4,1133,Overland Park,2018,1,1,Condo,2,0,808743
1,2,2155,Overland Park,2007,1,0,Apartment,3,1,730400
4,1,3558,Blue Springs,2021,0,1,House,1,0,982485
5,1,2398,Olathe,2006,1,1,Apartment,2,0,939411
3,2,3108,Olathe,2016,0,1,House,3,0,931232
1,3,2233,Lenexa,2018,0,1,House,3,0,783850
1,1,885,Olathe,2017,1,1,House,3,1,566474
1,4,1628,KC Downtown,2007,1,1,Apartment,3,1,792305
1,2,2776,KC Downtown,2013,0,1,Apartment,2,1,833404
4,3,1555,Leawood,2008,0,0,Apartment,3,1,752352
5,4,1270,Overland Park,1987,1,1,Apartment,2,0,871079
2,1,1098,Overland Park,1992,1,1,Apartment,3,1,624326
5,3,2923,Olathe,2016,0,0,Condo,2,0,1024001
1,4,1706,Overland Park,1982,0,0,House,3,1,721079
6,2,2455,KC Downtown,1993,0,0,House,2,0,1045340
4,3,1741,Blue Springs,2011,1,0,Condo,1,1,727335
6,3,2676,Leawood,2002,1,1,House,1,0,1032360
4,2,3652,Overland Park,2002,1,1,Condo,2,0,1107457
1,1,3297,Blue Springs,1992,1,1,Condo,3,0,840615
4,1,1780,Olathe,2020,0,1,Condo,1,0,700619
1,3,2678,Lenexa,2018,0,0,House,1,1,763227
5,3,3490,KC Downtown,2000,1,1,Condo,2,1,1226336
3,3,2606,Lenexa,2022,0,1,House,2,1,911169
4,4,1909,KC Downtown,2010,0,1,Apartment,2,0,941709
1,3,2288,Leawood,1986,0,1,Apartment,2,1,690708
6,1,935,Olathe,2015,0,1,Condo,2,1,769628
1,2,1169,Lenexa,1998,1,1,Condo,1,0,526085
6,2,2960,Leawood,2001,1,0,Apartment,2,0,1005244
4,2,1198,Leawood,2003,1,0,Apartment,3,0,680980
2,3,1746,Leawood,2003,0,1,Apartment,2,1,700226
6,3,1464,Lenexa,2000,0,0,Condo,3,1,869782
1,2,3018,Lenexa,2022,0,0,Apartment,1,0,743678
4,4,1404,Lenexa,1992,1,1,Condo,1,0,793989
1,4,913,Overland Park,1985,0,0,Condo,2,0,569283
2,4,627,Leawood,2007,0,0,Condo,1,1,485139
3,4,3826,Olathe,2011,0,0,House,1,1,1071165
2,1,3613,Overland Park,1992,0,1,Condo,3,0,950454
5,2,1853,KC Downtown,2013,0,1,Apartment,1,1,922012
4,1,1629,Lenexa,2011,0,0,Apartment,2,1,650249
2,3,3120,Olathe,1993,1,1,Condo,1,0,935751
3,4,2596,Blue Springs,2011,1,1,House,1,0,918006
1,4,1941,KC Downtown,1984,0,1,House,3,1,861564
4,2,1848,Leawood,2014,0,1,Condo,3,1,791150
6,4,3704,Leawood,1983,0,1,House,2,1,1244132
2,2,2736,Olathe,1993,0,0,Condo,1,1,818674
3,3,2687,Overland Park,1997,0,1,Apartment,1,0,887252
2,4,1280,Lenexa,1990,1,0,House,3,0,664934
5,4,974,Olathe,1998,0,1,Condo,1,0,727541
4,1,3969,Lenexa,1981,0,1,House,3,0,1111481
1,2,3645,KC Downtown,2013,0,0,House,2,0,964378
3,2,3040,Olathe,1982,1,0,House,3,1,1002264
2,4,1641,KC Downtown,2008,0,0,Apartment,2,0,717640
4,1,2150,KC Downtown,2002,0,0,Apartment,1,0,814081
2,4,2779,Blue Springs,1980,0,1,House,1,1,865148
4,2,2937,Blue Springs,2021,0,0,Apartment,3,0,869558
5,2,2453,Leawood,1985,0,1,Apartment,2,1,909219
2,4,1405,Leawood,1996,0,1,House,3,1,749494
5,3,2856,Leawood,1998,0,0,House,1,1,1003159
6,4,2974,Olathe,1981,1,0,House,3,0,1132120
6,1,3639,Lenexa,1994,1,0,Condo,1,1,1121593
3,2,3150,Leawood,2002,1,1,Apartment,3,1,953683
5,2,878,Overland Park,1998,1,0,Condo,2,0,701766
4,4,2005,KC Downtown,2012,1,1,Condo,2,0,1006016
3,3,1387,Olathe,1985,0,0,Condo,2,0,667583
2,2,3654,Lenexa,1998,0,0,Apartment,3,1,918357
2,4,1551,Blue Springs,2009,0,1,House,1,1,651049
4,3,1932,KC Downtown,2001,0,1,Apartment,3,0,888311
1,4,876,Leawood,1982,1,0,House,1,0,530852
1,4,3747,Blue Springs,1984,1,1,Condo,2,0,953221
2,4,2945,Blue Springs,2009,1,0,Condo,2,1,891025
4,2,1032,Blue Springs,1982,0,0,Condo,3,1,604266
1,3,1609,Olathe,2018,1,1,Condo,1,0,643067
5,1,3783,KC Downtown,2018,0,0,Condo,1,0,1165732
2,1,1695,Lenexa,2007,1,1,House,1,0,671509
6,2,916,KC Downtown,1980,1,1,Condo,3,1,880232
5,2,3692,Overland Park,2001,0,0,Condo,1,0,1108933
4,4,1811,Leawood,2018,0,0,House,3,0,800294
6,4,720,Olathe,1996,0,1,Apartment,2,1,792168
5,3,1965,Lenexa,2021,0,1,Condo,2,0,855087
1,4,3300,Olathe,2007,0,0,House,2,1,939000
1,3,903,Lenexa,2009,1,0,Condo,2,1,532591
6,4,1535,Leawood,2019,0,0,House,3,0,855508
3,4,3368,Overland Park,1987,1,0,Apartment,3,1,1069126
2,1,1095,Blue Springs,2006,0,0,Condo,3,1,490593
6,2,2832,Leawood,2020,0,1,Condo,2,1,1030253
4,3,3535,Blue Springs,2004,1,1,Apartment,2,1,1034456
2,1,3455,Leawood,1992,0,1,Apartment,1,0,831972
5,4,2979,KC Downtown,2013,0,1,Apartment,3,0,1175387
4,1,1312,Olathe,2018,1,1,House,1,1,740210
4,3,3223,Overland Park,1986,0,1,Condo,2,0,1053296
1,2,949,Olathe,2001,0,0,House,1,0,488569
5,1,3485,Overland Park,2012,0,1,Apartment,2,1,1095819
1,3,2967,Leawood,2017,0,0,Condo,1,1,773549
1,4,3184,Overland Park,2010,0,1,Apartment,3,0,958357
3,1,3059,Blue Springs,2012,1,1,Apartment,2,1,862671
1,2,1505,Overland Park,2001,0,1,House,3,1,699232
2,3,3827,Overland Park,2006,0,0,House,3,1,1096206
4,2,2427,Olathe,2006,1,1,Condo,1,0,911867
1,4,3180,Overland Park,2000,1,1,House,2,1,1024109
6,2,1101,Lenexa,2014,1,0,Condo,1,0,738535
2,4,1777,Leawood,1989,0,0,Apartment,3,1,666220
5,4,1513,KC Downtown,2007,1,1,Condo,2,1,996955
4,1,3739,KC Downtown,2019,1,1,Apartment,1,0,1127181
6,4,2115,Lenexa,2016,0,0,House,3,0,954888
6,2,3712,Olathe,2020,0,1,Apartment,3,0,1211864
5,1,1126,Lenexa,2012,0,0,House,1,1,656351
6,4,1792,KC Downtown,1987,0,0,Condo,3,1,1021202
2,3,2626,Blue Springs,2016,1,0,Condo,3,1,820047
5,3,1310,KC Downtown,2020,0,0,Condo,1,1,837158
6,4,2640,KC Downtown,2012,0,1,Apartment,1,0,1098746
5,1,3397,Leawood,1998,1,1,House,3,1,1083138
5,1,3603,KC Downtown,2009,1,1,Condo,1,1,1194652
1,1,711,KC Downtown,1993,0,1,Apartment,3,0,509841
1,2,3110,Overland Park,1993,1,0,Apartment,2,0,815067
1,3,2699,Lenexa,2015,1,0,Apartment,3,1,801557
6,4,2272,KC Downtown,1986,0,1,Condo,1,0,1084053
4,4,2902,KC Downtown,2022,0,0,Apartment,1,1,1052702
2,3,2250,Blue Springs,2013,1,0,House,3,0,774042
6,2,3829,KC Downtown,2011,1,1,House,3,0,1338534
1,1,899,Leawood,2021,1,1,Condo,3,1,498210
5,3,1557,Olathe,2012,1,1,Apartment,2,1,891930
6,4,3074,Blue Springs,1993,0,0,Condo,1,1,1040924
5,2,3637,KC Downtown,2004,1,0,Apartment,2,1,1181751
5,4,2490,Olathe,2007,1,1,Condo,1,0,1029454
5,1,906,Leawood,2021,0,1,Condo,2,1,696450
